node,adap_degree,betweenness,degree,random,seamless_mavg
271,0.2602582518337408,0.07391503667481662,0.3431845965770171,0.46816266809290946,0.3387490831295844
272,0.02001650366748166,0.05630348410757946,0.018085268948655257,0.47359711185819064,0.043634294773838636
273,0.7382328850855745,0.05751069682151589,0.07331907090464547,0.5140663202933985,0.642254935819071
274,0.26474793704156474,0.20178789731051344,0.34319223716381414,0.5191730592909535,0.31871341305012224
275,0.12070239914425428,0.06325641809290954,0.07332671149144254,0.4920929859413202,0.18253084886919319
276,0.5699104523227384,0.06337102689486553,0.0733343520782396,0.5195498930317848,0.5386545843520782
277,0.738684825794621,0.2534153422982885,0.3431998777506112,0.5087418245721271,0.7108888180012225
278,0.7405706754278728,0.7306540342298288,0.7411063569682151,0.4815955837408313,0.7222556884168705
279,0.12227154645476772,0.43766045232273837,0.041091075794621026,0.48368520782396085,0.15131449419315401
280,0.18279125916870415,0.01734413202933985,0.07334199266503667,0.46439463630806843,0.3945306998777506
281,0.5676016962102689,0.00534841075794621,0.07334963325183373,0.46962102689486546,0.5671543665953545
282,0.44606525061124686,0.006013141809290953,0.0733572738386308,0.5007068306845965,0.5548136995721271
283,0.5856228606356968,0.7306616748166258,0.7411139975550122,0.5004304706601467,0.5811604828850856
284,0.547533694987775,0.580562347188264,0.34320751833740826,0.5146888753056234,0.5671673670537898
285,0.7380602842298288,0.039448349633251834,0.34321515892420534,0.5185890892420537,0.719019517878973
286,0.7345568459657701,0.0394559902200489,0.34322279951100243,0.5093520782396087,0.7150661904034229
287,0.7430476008557457,0.730669315403423,0.7411216381418092,0.4856027658924205,0.7246589165647921
288,0.20950030562347188,0.19737163814180927,0.07336491442542786,0.4903658312958435,0.24043649526283611
289,0.6493552108801955,0.5273838630806845,0.34323044009779946,0.4933287744498777,0.6056767649755501
290,0.7561154492665036,0.2540113080684596,0.07337255501222494,0.5136114761613692,0.6730652009474328
291,0.5455845048899756,0.5805699877750611,0.34323808068459655,0.4840204003667481,0.5705555432457213
292,0.7181362316625917,0.73067695599022,0.7411292787286062,0.5516293551344743,0.6946016580073348
293,0.2598576558679706,0.5805776283618581,0.34324572127139363,0.4687126375305623,0.3152309367359413
294,0.6979575183374082,0.45116136919315397,0.34325336185819066,0.48207075183374076,0.6176120950488997
295,0.6015379737163813,0.730684596577017,0.7411369193154034,0.5427204309290953,0.5772184367359412
